[17, 1, 19, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[11, 31, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[28, 7, 23, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[32, 7, 4, 4, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[15, 23, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[28, 7, 15, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[32, 3, 7, 24, 23, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 23, 23, 5, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[24, 18, 2, 29, 5, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[9, 2, 14, 3, 9, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[32, 2, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[27, 31, 7, 26, 32, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[28, 7, 32, 28, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[25, 3, 31, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[17, 3, 31, 5, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[15, 5, 11, 17, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 3, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[9, 5, 31, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[27, 1, 26, 31, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[19, 10, 17, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[15, 7, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[32, 2, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[11, 15, 10, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
